,art,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the art hangs,target,15425412,F2_Noun_intransitive_23,M1_Noun_intransitive_23,,,,8,6,1,
,,P1,the heart hangs,mp,122500636,,,,,,,,,
,,P2,the dart hangs,mp,135168752,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the paintbrush hangs,assoc,21963649,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the clock hangs,un,312464915,,,,,,,,,
,,Un,the plant hangs,un,69584754,,,,,,,,,
,,,,,,,,,,,,,,
,teapot,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the teapot breaks,target,211235866,F2_Noun_intransitive_27,M1_Noun_intransitive_27,,,,5,7,2,
,,P1,the teabag breaks,distant,37640578,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,the pot breaks,distant,3498425,,,,,,,,,
,,S1,the vase breaks,coord,9879619,,,,,,,,,
,,S2,the teacup breaks,coord,224222626,,,,,,,,,
,,Un,the mug breaks,coord,82929364,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,bush,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the bush grows,target,270854237,F2_Noun_intransitive_29,M1_Noun_intransitive_29,,,,6,7,1,
,,P1,the bull grows,close,156005849,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the tree grows,coord,34873670,,,,,,,,,
,,S2,the plant grows,coord,51599364,,,,,,,,,
,,Un,the cow grows,un,215176945,,,,,,,,,
,,Un,the boy grows,un,114518089,,,,,,,,,
,,,,,,,,,,,,,,
,butterfly,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The butterfly flies,target,262034852,F2_Noun_intransitive_31,M1_Noun_intransitive_31,,,,6,7,3,
,,P1,x,x,x,,,,,,,,,
,,P2,The fly flies,distant,781520,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The dragonfly flies,coord,117170536,,,,,,,,,
,,S2,The bee flies,coord,401178718,,,,,,,,,
,,Un,The bird flies,un,145892687,,,,,,,,,
,,Un,The bear flies,un,147074297,,,,,,,,,
,,,,,,,,,,,,,,
,escalator,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the escalators work,target,235322389,F2_Noun_intransitive_36,M1_Noun_intransitive_36,,,,4,7,4,
,,P1,the calculators work,mp,324522782,,,,,,,,,
,,P2,the graters work,mp,169721918,,,,,,,,,
,,P3,the scales work,close,106487111,,,,,,,,,
,,S1,the stairs work,coord,43132054,,,,,,,,,
,,S2,the computers work,un,876153,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,chequebook,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the chequebook helps,target,19381165,F2_Noun_intransitive_38,M1_Noun_intransitive_38,,,,3,7,2,
,,P1,the cheque helps,distant,55555198,,,,,,,,,
,,P2,the book helps,distant,34013737,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the credit card helps,coord,44271903,,,,,,,,,
,,S2,the cash helps,coord,38785265,,,,,,,,,
,,Un,the letter helps,un,39163306,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,neck,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The neck breaks,target,187871873,F2_Noun_intransitive_41,M1_Noun_intransitive_41,,,,8,7,1,
,,P1,The deck breaks,mp,125844407,,,,,,,,,
,,P2,The wreck breaks,mp,51969808,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The necklace breaks,subord,220287088,,,,,,,,,
,,S2,The ankle breaks,coord,2466825,,,,,,,,,
,,Un,The wrist breaks,subord,125805929,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,couple,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the couple smile,target,39595978,F2_Noun_intransitive_42,M1_Noun_intransitive_42,,,,8,5,2,
,,P1,the people smile,distant,37284049,,,,,,,,,
,,P2,the apples smile,distant,1124309361,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the children smile,assoc,6080655,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man smiles,un,35314865,,,,,,,,,
,,Un,the woman smiles,un,2519003,,,,,,,,,
,,,,,,,,,,,,,,
,doll,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the doll breaks,target,120015856,F2_Noun_intransitive_43,M1_Noun_intransitive_43,,,,6,7,1,
,,P1,x,x,x,,,,,,,,,
,,P2,the bowl breaks,close,346114361,,,,,,,,,
,,P3,the goal breaks,close,101741386,,,,,,,,,
,,S1,the bear breaks,coord,86047075,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the pot breaks,un,3498425,,,,,,,,,
,,Un,the ball breaks,un,196690490,,,,,,,,,
,,,,,,,,,,,,,,
,minute,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the minute ends,target,12702728,F2_Noun_intransitive_45,M1_Noun_intransitive_45,,,,8,4,2,
,,P1,x,x,x,,,,,,,,,
,,P2,the permit ends,distant,83257171,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the month ends,assoc,198643070,,,,,,,,,
,,S2,the hour ends,assoc,295919873,,,,,,,,,
,,Un,the mile ends,un,101194771,,,,,,,,,
,,Un,the film ends,un,373569079,,,,,,,,,
,,,,,,,,,,,,,,
,music,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the music plays,target,295951889,F2_Noun_intransitive_48,M1_Noun_intransitive_48,,,,8,6,2,
,,P1,x,x,x,,,,,,,,,
,,P2,the moose plays,distant,96205961,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the tv plays,coord,276568709,,,,,,,,,
,,S2,the dad plays,coord,258792452,,,,,,,,,
,,Un,the dog plays,un,16909218,,,,,,,,,
,,Un,the cat plays,un,172615112,,,,,,,,,
,,,,,,,,,,,,,,
,pressure,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the pressure builds,target,286013873,F2_Noun_intransitive_51,M1_Noun_intransitive_51,,,,8,4,2,
,,P1,the press builds,distant,271394918,,,,,,,,,
,,P2,the treasure builds,distant,98150270,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the work builds,assoc,282740348,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man builds,un,222634690,,,,,,,,,
,,Un,the pile builds,un,319703726,,,,,,,,,
,,,,,,,,,,,,,,
,part,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the part breaks,target,26631547,F2_Noun_intransitive_53,M1_Noun_intransitive_53,,,,8,4,1,
,,P1,the heart breaks,mp,373428664,,,,,,,,,
,,P2,the cart breaks,mp,255274603,,,,,,,,,
,,P3,the pot breaks,mp,211235866,,,,,,,,,
,,S1,the bike breaks,coord,182877068,,,,,,,,,
,,S2,the car breaks,coord,109392599,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,match,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the match burns,target,330167753,F2_Noun_intransitive_54,M1_Noun_intransitive_54,,,,8,6,1,
,,P1,the peach burns,distant,306253250,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the fire burns,assoc,280872665,,,,,,,,,
,,S2,the candle burns,un,116043574,,,,,,,,,
,,Un,the house burns,un,145229422,,,,,,,,,
,,Un,the paper burns,un,148007504,,,,,,,,,
,,,,,,,,,,,,,,
,dad,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the dad sleeps,target,43251532,F2_Noun_intransitive_56,M1_Noun_intransitive_56,,,,8,6,1,
,,P1,x,x,x,,,,,,,,,
,,P2,the lad sleeps,mp,214962088,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the mum sleeps,coord,389849458,,,,,,,,,
,,S2,the baby sleeps,assoc,91106393,,,,,,,,,
,,Un,the cat sleeps,un,182268737,,,,,,,,,
,,Un,the dog sleeps,un,23267043,,,,,,,,,
,,,,,,,,,,,,,,
,morning,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,his morning begins,target,209679976,F2_Noun_intransitive_58,M1_Noun_intransitive_58,,,,8,4,2,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,his yawning begins,close,175052972,,,,,,,,,
,,S1,his evening begins,coord,31696184,,,,,,,,,
,,S2,his night begins,coord,600013,,,,,,,,,
,,Un,his lunch begins,un,172085822,,,,,,,,,
,,Un,his film begins,un,276568709,,,,,,,,,
,,,,,,,,,,,,,,
,lad,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the lad sleeps,target,214962088,F2_Noun_intransitive_62,M1_Noun_intransitive_62,,,,5,6,1,
,,P1,x,x,x,,,,,,,,,
,,P2,the dad sleeps,mp,43251532,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the lass sleeps,assoc,372909472,,,,,,,,,
,,S2,the baby sleeps,assoc,91106393,,,,,,,,,
,,Un,the cat sleeps,un,182268737,,,,,,,,,
,,Un,the dog sleeps,un,23267043,,,,,,,,,
,,,,,,,,,,,,,,
,playpen,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the playpen helps,target,209355751,F2_Noun_intransitive_63,,M2_Noun_intransitive_63,,,2,7,2,
,,P1,x,x,x,,,,,,,,,
,,P2,the pen helps,distant,345033782,,,,,,,,,
,,P3,the apron helps,distant,158948438,,,,,,,,,
,,S1,the cot helps,coord,5943342,,,,,,,,,
,,S2,the toys help,assoc,12660394,,,,,,,,,
,,Un,the crib helps,un,164166098,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,aerial,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the aerial works,target,85383910,F2_Noun_intransitive_64,,M2_Noun_intransitive_64,,,3,5,3,
,,P1,the airer works,distant,259953095,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the tv works,assoc,276568709,,,,,,,,,
,,S2,the satelitte dish works,coord,54724903,,,,,,,,,
,,Un,the pylon works,un,386963053,,,,,,,,,
,,Un,the dryer works,un,21865069,,,,,,,,,
,,,,,,,,,,,,,,
,camcorder,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The camcorder works,target,172659737,F2_Noun_intransitive_65,,M2_Noun_intransitive_65,,,3,7,3,
,,P1,the recorder works,distant,74014495,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the camera works,coord,176789477,,,,,,,,,
,,S2,the film reel works,assoc,71941894,,,,,,,,,
,,Un,the trumpet works,un,322366319,,,,,,,,,
,,Un,the director works,un,125381384,,,,,,,,,
,,,,,,,,,,,,,,
,crutch,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the crutch helps,target,427285120,F2_Noun_intransitive_66,,M2_Noun_intransitive_66,,,3,7,1,
,,P1,the hutch helps,mp,41138233,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the wheelchair helps,coord,129921902,,,,,,,,,
,,S2,the walking stick helps,coord,9352848,,,,,,,,,
,,Un,the cage helps,un,229248175,,,,,,,,,
,,Un,the rabbit helps,un,147204548,,,,,,,,,
,,,,,,,,,,,,,,
,windmill,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the windmill works,target,376154074,F2_Noun_intransitive_67,,M2_Noun_intransitive_67,,,5,7,2,
,,P1,the treadmill works,distant,293829731,,,,,,,,,
,,P2,the handdrill works,distant,160490927,,,,,,,,,
,,P3,x,X,x,,,,,,,,,
,,S1,the fan works,coord,86530687,,,,,,,,,
,,S2,the lighthouse works,coord,281642321,,,,,,,,,
,,Un,the saw works,un,335716481,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,company,,Linguistic unit,P type,Image ID,Female 3,Male 2,,,,Freq bin,Conc bin,Syllable,
,,Target,The company closes,target,321792839,F2_Noun_intransitive_68,,M2_Noun_intransitive_68,,,8,6,3,
,,P1,The computer closes,distant,151134563,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The library closes,assoc,108584921,,,,,,,,,
,,S2,The school closes,assoc,6080655,,,,,,,,,
,,Un,The door closes,un,40331683,,,,,,,,,
,,Un,The book closes,un,31635691,,,,,,,,,
,,,,,,,,,,,,,,
,government,,Linguistic unit,P type,Image ID,Female 4,Male 3,,,,Freq bin,Conc bin,Syllable,
,,Target,The government rules,target,216091441,F2_Noun_intransitive_69,,M2_Noun_intransitive_69,,,8,4,3,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The president rules,assoc,240517264,,,,,,,,,
,,S2,The queen rules,assoc,40450855,,,,,,,,,
,,Un,The nurse rules,un,18869171,,,,,,,,,
,,Un,The  king rules,un,236052655,,,,,,,,,
,,,,,,,,,,,,,,
,life,,Linguistic unit,P type,Image ID,Female 5,Male 4,,,,Freq bin,Conc bin,Syllable,
,,Target,His life begins,target,91036391,F2_Noun_intransitive_70,,M2_Noun_intransitive_70,,,8,4,1,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,his funeral begins,assoc,144558722,,,,,,,,,
,,S2,his birthday begins,assoc,166175432,,,,,,,,,
,,Un,his race begins,un,191436176,,,,,,,,,
,,Un,his film begins,un,125381384,,,,,,,,,
,,,,,,,,,,,,,,
,brain,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the brain works,target,267484412,F2_Noun_intransitive_60,M1_Noun_intransitive_60,,,,7,7,1,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,the train works,mp,214028590,,,,,,,,,
,,S1,the calculator works,assoc,185620769,,,,,,,,,
,,S2,the computer works,assoc,876153,,,,,,,,,
,,Un,the heart works,un,159748715,,,,,,,,,
,,Un,the bike works,un,1280937,,,,,,,,,
,,,,,,,,,,,,,,
,pair,,Linguistic unit,P type,Image ID,Female 2,Male 3,,,,Freq bin,Conc bin,Syllable,
B,,Target,the pair ran,target,63870574,F2_ACT_021,M3_ACT_021,,,,7,5,1,1
,,P1,the hare ran,mp,123456789,,,,,,,,,
,,P2,the bear ran,mp,230523298,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,S1,the group ran,coord,212395954,,,,,,,,,
,,S2,the man ran,coord,208693156,,,,,,,,,
,,un,the deer ran,un,179355293,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,home,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The home gleams,target,90784409,F2_Noun_intransitive_39,M1_Noun_intransitive_39,,,,8,7,1,1
,,P1,The gnome gleams,mp,287585528,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,The phone gleams,close,127535750,,,,,,,,,
,,S1,The office gleams,coord,111740954,,,,,,,,,
,,S2,The classroom gleams,assoc,56458071329,,,,,,,,,
,,Un,The cellphone gleams,un,62230347664,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,son,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the son works,target,276453777,F2_Noun_intransitive_47,M1_Noun_intransitive_47,,,,8,6,1,1
,,P1,the sum works,mp,333343406,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,the nun works,mp,212791855,,,,,,,,,
,,S1,the daughter works,coord,81476065,,,,,,,,,
,,S2,the granddaughter works,coord,15843654461,,,,,,,,,
,,Un,the priest works,un,52811905869,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,boy,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The boy sits,target,444242,F2_Noun_intransitive_2,M1_Noun_intransitive_2,,,,8,7,1,
,,P1,The toy sits,mp,39844867,,,,,,,,,
,,P2,The bear sits,mp,149694575,,,,,,,,,
,,P3,The bee sits,mp,207580279,,,,,,,,,
,,S1,The girl sits,coord,17985635,,,,,,,,,
,,S2,The man sits,coord,210760105,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,boy,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The boy flies,target,323376614,F2_Noun_intransitive_3,M1_Noun_intransitive_3,,,,8,7,1,
,,P1,The bee flies,mp,401178718,,,,,,,,,
,,P2,The toy flies,mp,193607378,,,,,,,,,
,,P3,The bear flies,mp,147074297,,,,,,,,,
,,S1,The man flies,coord,30873232,,,,,,,,,
,,S2,The girl flies,coord,31684154,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,judge,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the judge rules,target,33765791,F2_Noun_intransitive_11,M1_Noun_intransitive_11,,,,7,5,1,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the king rules,coord,214078708,,,,,,,,,
,,S2,the queen rules,coord,40450855,,,,,,,,,
,,Un,the priest rules,coord,36573968,,,,,,,,,
,,Un,the child rules,coord,50495386,,,,,,,,,
,,,,,,,,,,,,,,
B,pea,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the pea grows,target,313330862,F2_Noun_intransitive_12,M1_Noun_intransitive_12,,,,5,7,1,
,,P1,the tea grows,mp,186514895,,,,,,,,,
,,P2,the tree grows,mp,65811931,,,,,,,,,
,,P3,the flea grows,mp,201646163,,,,,,,,,
,,S1,the bean grows,coord,3333433,,,,,,,,,
,,S2,the flower grows,coord,175481372,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,door,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The door gleams,target,261359645,F2_Noun_intransitive_14,M1_Noun_intransitive_14,,,,8,7,1,
,,P1,The floor gleams,mp,102143167,,,,,,,,,
,,P2,The saw gleams,mp,114635122,,,,,,,,,
,,P3,The paw gleams,mp,80598130,,,,,,,,,
,,S1,The gate gleams,coord,310219514,,,,,,,,,
,,S2,The window gleams,coord,143060059,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,knife,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the knife cuts,target,10681814,F2_Noun_intransitive_17,M1_Noun_intransitive_17,,,,6,7,1,
,,P1,the wife cuts,mp,21695027,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the saw cuts,coord,590037,,,,,,,,,
,,S2,the fork cuts,coord,211169068,,,,,,,,,
,,Un,the pliers cuts,coord,9193440,,,,,,,,,
,,Un,the scissors cut,un,182346779,,,,,,,,,
,,,,,,,,,,,,,,
B,ladder,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the ladder falls,target,48060433,F2_Noun_intransitive_20,M1_Noun_intransitive_20,,,,6,7,2,
,,P1,the adder falls,mp,70039630,,,,,,,,,
,,P2,the lad falls,distant,272486237,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the treehouse falls,assoc,411575,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the worm falls,un,46292782,,,,,,,,,
,,Un,the chair falls,un,288694148,,,,,,,,,
,,,,,,,,,,,,,,
,bug,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
B,,Target,the bug flies,target,275672639,F2_Noun_intransitive_21,M1_Noun_intransitive_21,,,,6,7,1,
,,P1,x,x,x,,,,,,,,,
,,P2,the rug flies,mp,58611802,,,,,,,,,
,,P3,the bag flies,mp,81543229,,,,,,,,,
,,S1,the bird flies,coord,1231,,,,,,,,,
,,S2,the plane flies,coord,119845582,,,,,,,,,
,,Un,the broom flies,un,31684154,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,bike,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The bike breaks,target,182877068,F2_Noun_intransitive_24,M1_Noun_intransitive_24,,,,7,7,1,
,,P1,The book breaks,mp,249746998,,,,,,,,,
,,P2,The spike breaks,mp,34705081,,,,,,,,,
,,P3,The strike breaks,mp,317941049,,,,,,,,,
,,S1,The trike breaks,coord/mp,104395016,,,,,,,,,
,,S2,The wheel breaks,coord,108718634,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
