,,S1,the boy kicks the water in the pool,coord,302937748,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the boy enjoys the water in the pool,un,161276261,,,,,,,,,
,,Un,the boy likes the water in the pool,un,150658016,,,,,,,,,
,,,,,,,,,,,,,,
B,blow,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man blows the grass outdoors,target,317574872,F2_verb_transitivePP_22,,M3_verb_transitivePP_22,,,7,5,1,
,,P1,The man throws the grass outdoors,mp,292171979,,,,,,,,,
,,P2,The man mows the grass outdoors,mp,35865163,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man eats the grass outdoors,assoc,313596590,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,The man cuts the grass outdoors,un,54472663,,,,,,,,,
,,,,,,,,,,,,,,
B,wake,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he wakes his partner in the morning,target,266581061,F2_verb_transitivePP_23,,M3_verb_transitivePP_23,,,7,4,1,
,,P1,he shakes his partner in the morning,mp,149002709,,,,,,,,,
,,P2,he weighs his partner in the morning,close,235144408,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,he hugs his partner in the morning,un,5045122,,,,,,,,,
,,Un,he drives his partner in the morning,un,5536288,,,,,,,,,
,,,,,,,,,,,,,,
B,bet,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the man bets his money on holiday,target,23419268,F2_verb_transitivePP_45,M2_verb_transitivePP_45,,,,7,4,2,
,,P1,the man bites his money on holiday,mp,45021625,,,,,,,,,
,,P2,the man bends his money on holiday,mp,333867218,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the man gives his money on holiday,un,141577285,,,,,,,,,
,,Un,the man pockets his money on holiday,un,110174939,,,,,,,,,
,,Un,the man counts his money on holiday,un,141173497,,,,,,,,,
,,,,,,,,,,,,,,
B,beg,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the man begs the woman in the daytime,target,179201882,F2_verb_transitivePP_49,M2_verb_transitivePP_49,,,,6,3,1,
,,P1,the man bets the woman in the daytime,mp,14930236,,,,,,,,,
,,P2,the man bends the woman in the daytime,mp,273889010,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the man feeds the woman in the daytime,un,207120154,,,,,,,,,
,,Un,the man helps the woman in the daytime,un,301989728,,,,,,,,,
,,Un,the man kisses the woman in the daytime,un,17265799,,,,,,,,,
,,,,,,,,,,,,,,
B,fight,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the woman fights her friend in the garden,target,91846862,F2_verb_transitivePP_61,M2_verb_transitivePP_61,,,,8,6,1,
,,P1,the woman bites her friend in the garden,mp,12503521,,,,,,,,,
,,P2,the woman finds her friend in the garden,close,267980522,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the woman helps her friend in the garden,un,282163412,,,,,,,,,
,,Un,the woman licks with her friend in the garden,un,50493876,,,,,,,,,
,,Un,the woman jumps with her friend in the garden,un,57416071,,,,,,,,,
,,,,,,,,,,,,,,
B,steer,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the woman steers the car during the day,target,274064687,F2_verb_transitivePP_62,M2_verb_transitivePP_62,,,,5,6,1,
,,P1,the woman hears the car during the day,mp,81846820,,,,,,,,,
,,P2,the woman cheers the car during the day,mp,374455756,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the woman brakes the car during the day,assoc,28690005,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the woman sits in the car during the day,un,5536288,,,,,,,,,
,,Un,the woman checks the car during the day,un,109392599,,,,,,,,,
,,,,,,,,,,,,,,
B,mow,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man mows the grass outdoors,target,35865163,F2_verb_transitivePP_65,M2_verb_transitivePP_65,,,,4,6,1,
,,P1,The man throws the grass outdoors,mp,292171979,,,,,,,,,
,,P2,The man blows the grass outdoors,mp,317574872,,,,,,,,,
,,P3,the man grows the grass outdoors,mp,83004286,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,The man lays the grass outdoors,un,28992223,,,,,,,,,
,,Un,The man cuts the grass outdoors,un,54472663,,,,,,,,,
,,,,,,,,,,,,,,
B,wrap,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man wraps the book by himself,target,233961094,F2_verb_transitivePP_68,M2_verb_transitivePP_68,,,,6,6,1,
,,P1,The man reads the book by himself,distant,31635691,,,,,,,,,
,,P2,The man writes the book by himself,distant,233235589,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,The man types the book by himself,un,27573228,,,,,,,,,
,,Un,The man returns the book by himself,un,35781504,,,,,,,,,
,,Un,The man chooses the book by himself,un,49224176,,,,,,,,,
,,,,,,,,,,,,,,
B,rip,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the man rips his clothes at the weekend,target,204511513,F2_verb_transitivePP_69,M2_verb_transitivePP_69,,,,6,5,1,
,,P1,the man wraps his clothes at the weekend,mp,331719209,,,,,,,,,
,,P2,the man zips his clothes at the weekend,mp,319160759,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man cuts his clothes at the weekend,coord,338088602,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man irons his clothes at the weekend,un,306279242,,,,,,,,,
,,Un,the man washes his clothes at the weekend,un,49208377,,,,,,,,,
,,,,,,,,,,,,,,
B,chop,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the man chops the food in the kitchen,target,41876749,F2_verb_transitivePP_70,M2_verb_transitivePP_70,,,,6,5,1,
,,P1,the man chews the food in the kitchen,distant,172534238,,,,,,,,,
,,P2,the man drops the food in the kitchen,mp,240636481,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man peels the food in the kitchen,coord,17991200,,,,,,,,,
,,S2,the man slices the food in the kitchen,coord,286407695,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,the man blends the food in the kitchen,coord,38668822,,,,,,,,,
,,,,,,,,,,,,,,
B,ride,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the child rides the dog whilst playing,target,125585768,F2_verb_transitivePP_48,M2_verb_transitivePP_48,,,,6,6,1,
,,P1,the child hides the dog whilst playing,mp,362680331,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the child holds the dog whilst playing,un,291064715,,,,,,,,,
,,S2,the child strokes the dog whilst playing,un,50493080,,,,,,,,,
,,Un,the child walks the dog whilst playing,un,188428103,,,,,,,,,
,,Un,the child kisses the dog whilst playing,un,13502128,,,,,,,,,
